district_code,district_name,province,lng,lat,zoom
24076,Trois-Rivières,Quebec,-72.60864,46.34693,11
24077,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Quebec,-73.55244,45.48493,12
24078,Vimy,Quebec,-73.73337,45.56118,12
35001,Ajax,Ontario,-79.02706,43.86968,12
35002,Algoma—Manitoulin—Kapuskasing,Ontario,-83.50708,47.98992,7
35003,Aurora—Oak Ridges—Richmond Hill,Ontario,-79.4363,43.94686,12
35004,Barrie—Innisfil,Ontario,-79.60968,44.2924,10
35005,Barrie—Springwater—Oro-Medonte,Ontario,-79.7374,44.51413,10
35006,Bay of Quinte,Ontario,-77.10205,43.98293,9
35007,Beaches—East York,Ontario,-79.30515,43.68736,13
35008,Brampton Centre,Ontario,-79.72195,43.70139,12
35009,Brampton East,Ontario,-79.70169,43.78002,12
35010,Brampton North,Ontario,-79.77516,43.74059,12
35011,Brampton South,Ontario,-79.76761,43.65421,12
35012,Brampton West,Ontario,-79.82597,43.68103,12
35013,Brantford—Brant,Ontario,-80.22217,43.12003,10
35014,Bruce—Grey—Owen Sound,Ontario,-81.00769,44.71551,8
35015,Burlington,Ontario,-79.81396,43.33841,12
35016,Cambridge,Ontario,-80.34576,43.31968,11
35017,Chatham-Kent—Leamington,Ontario,-82.28485,42.16137,9
35018,Davenport,Ontario,-79.44368,43.67073,13
35019,Don Valley East,Ontario,-79.33159,43.73985,13
35020,Don Valley North,Ontario,-79.3594,43.78993,13
35021,Don Valley West,Ontario,-79.37742,43.73141,13
35022,Dufferin—Caledon,Ontario,-80.08759,44.00072,10
35023,Durham,Ontario,-78.86398,44.05601,10
35024,Eglinton—Lawrence,Ontario,-79.43253,43.71988,13
35025,Elgin—Middlesex—London,Ontario,-81.18347,42.74903,9
35026,Essex,Ontario,-82.87262,42.1023,10
35027,Etobicoke Centre,Ontario,-79.55029,43.66514,12
35028,Etobicoke—Lakeshore,Ontario,-79.5163,43.6147,12
35029,Etobicoke North,Ontario,-79.58324,43.71777,12
35030,Flamborough—Glanbrook,Ontario,-80.04501,43.33017,10
35031,Glengarry—Prescott—Russell,Ontario,-74.95697,45.4505,10
35032,Guelph,Ontario,-80.24345,43.53461,11
35033,Haldimand—Norfolk,Ontario,-80.07935,42.81958,9
35034,Haliburton—Kawartha Lakes—Brock,Ontario,-78.79395,44.79353,8
35035,Hamilton Centre,Ontario,-79.84486,43.26771,12
35036,Hamilton East—Stoney Creek,Ontario,-79.72641,43.2347,11
35037,Hamilton Mountain,Ontario,-79.85756,43.21669,12
35038,Hamilton West—Ancaster—Dundas,Ontario,-79.97086,43.2317,11
35039,Hastings—Lennox and Addington,Ontario,-77.39868,44.7038,9
35040,Huron—Bruce,Ontario,-81.44714,43.888,9
35041,Kanata—Carleton,Ontario,-76.09406,45.36662,10
35042,Kenora,Ontario,-90.65918,52.72299,6
35043,King—Vaughan,Ontario,-79.59732,43.92807,11
35044,Kingston and the Islands,Ontario,-76.40991,44.19501,10
35045,Kitchener Centre,Ontario,-80.46902,43.44993,12
35046,Kitchener—Conestoga,Ontario,-80.67398,43.51768,10
35047,Kitchener South—Hespeler,Ontario,-80.39589,43.41577,12
35048,Lambton—Kent—Middlesex,Ontario,-81.86737,42.882,9
35049,Lanark—Frontenac—Kingston,Ontario,-76.5802,44.86366,9
35050,Leeds—Grenville—Thousand Islands and Rideau Lakes,Ontario,-75.90729,44.66279,9
35051,London—Fanshawe,Ontario,-81.17935,42.99711,11
35052,London North Centre,Ontario,-81.25832,43.01419,12
35053,London West,Ontario,-81.31634,42.97828,12
35054,Markham—Stouffville,Ontario,-79.30618,43.98689,11
35055,Markham—Thornhill,Ontario,-79.31614,43.83354,12
35056,Markham—Unionville,Ontario,-79.32644,43.89492,12
35057,Milton,Ontario,-79.9324,43.49677,10
35058,Mississauga Centre,Ontario,-79.6586,43.57877,13
35059,Mississauga East—Cooksville,Ontario,-79.60693,43.6065,12
35060,Mississauga—Erin Mills,Ontario,-79.70736,43.54432,13
35061,Mississauga—Lakeshore,Ontario,-79.59389,43.54183,12
35062,Mississauga—Malton,Ontario,-79.6574,43.66415,12
35063,Mississauga—Streetsville,Ontario,-79.75147,43.59606,12
35064,Nepean,Ontario,-75.77957,45.27102,11
35065,Newmarket—Aurora,Ontario,-79.45759,44.03849,12
35066,Niagara Centre,Ontario,-79.20868,42.95843,10
35067,Niagara Falls,Ontario,-79.07547,43.04481,10
35068,Niagara West,Ontario,-79.47647,43.04079,10
35069,Nickel Belt,Ontario,-81.17798,47.02521,7
35070,Nipissing—Timiskaming,Ontario,-79.30481,46.5173,8
35071,Northumberland—Peterborough South,Ontario,-78.10455,44.13886,9
35072,Oakville,Ontario,-79.68864,43.44519,12
35073,Oakville North—Burlington,Ontario,-79.76795,43.4432,12
35074,Oshawa,Ontario,-78.84819,43.88602,12
35075,Ottawa Centre,Ontario,-75.72018,45.39532,12
35076,Orléans,Ontario,-75.50972,45.41629,11
35077,Ottawa South,Ontario,-75.64259,45.3671,12
35078,Ottawa—Vanier,Ontario,-75.6744,45.44399,12
35079,Ottawa West—Nepean,Ontario,-75.81871,45.35914,12
35080,Oxford,Ontario,-80.73578,43.11101,9
35081,Parkdale—High Park,Ontario,-79.46651,43.64999,13
35082,Parry Sound—Muskoka,Ontario,-79.9585,45.48709,8
35083,Perth—Wellington,Ontario,-80.9198,43.64403,9
35084,Peterborough—Kawartha,Ontario,-78.17596,44.61589,9
35085,Pickering—Uxbridge,Ontario,-79.15649,44.0343,10
35086,Renfrew—Nipissing—Pembroke,Ontario,-77.52502,45.69083,8
35087,Richmond Hill,Ontario,-79.41708,43.86251,12
35088,Carleton,Ontario,-75.68069,45.17139,10
35089,St. Catharines,Ontario,-79.24301,43.19867,11
35090,Toronto—St. Paul's,Ontario,-79.4121,43.68972,13
35091,Sarnia—Lambton,Ontario,-82.26151,42.91721,10
35092,Sault Ste. Marie,Ontario,-84.30359,46.909,8
35093,Scarborough—Agincourt,Ontario,-79.30841,43.79823,13
35094,Scarborough Centre,Ontario,-79.27597,43.75411,13
35095,Scarborough—Guildwood,Ontario,-79.21211,43.76465,13
35096,Scarborough North,Ontario,-79.25606,43.81,13
35097,Scarborough—Rouge Park,Ontario,-79.17469,43.80381,12
35098,Scarborough Southwest,Ontario,-79.25434,43.71206,13
35099,Simcoe—Grey,Ontario,-80.18921,44.49063,9
35100,Simcoe North,Ontario,-79.79095,44.75259,9
35101,Spadina—Fort York,Ontario,-79.38566,43.63446,13
35102,Stormont—Dundas—South Glengarry,Ontario,-74.94873,45.09097,10
35103,Sudbury,Ontario,-81.28784,46.43596,9
35104,Thornhill,Ontario,-79.47407,43.81199,12
35105,Thunder Bay—Rainy River,Ontario,-91.62598,48.89362,7
35106,Thunder Bay—Superior North,Ontario,-87.83569,49.88048,7
35107,Timmins—James Bay,Ontario,-82.96875,52.01194,6
35108,Toronto Centre,Ontario,-79.3697,43.66067,13
35109,Toronto—Danforth,Ontario,-79.3388,43.66117,12
35110,University—Rosedale,Ontario,-79.3939,43.67184,13
35111,Vaughan—Woodbridge,Ontario,-79.60247,43.79861,12
35112,Waterloo,Ontario,-80.52979,43.48083,12
35113,Wellington—Halton Hills,Ontario,-80.21393,43.66886,10
35114,Whitby,Ontario,-78.96767,43.93499,11
35115,Willowdale,Ontario,-79.41502,43.77729,13
35116,Windsor—Tecumseh,Ontario,-82.92824,42.26969,11
35117,Windsor West,Ontario,-83.03329,42.28239,12
35118,York Centre,Ontario,-79.46411,43.75671,12
35119,York—Simcoe,Ontario,-79.41467,44.24815,10
35120,York South—Weston,Ontario,-79.49501,43.69556,13
35121,Humber River—Black Creek,Ontario,-79.53106,43.74878,12
46001,Brandon—Souris,Manitoba,-100.05798,49.45741,8
46002,Charleswood—St. James—Assiniboia—Headingley,Manitoba,-97.32925,49.86853,11
46003,Churchill—Keewatinook Aski,Manitoba,-97.03125,55.83831,6
46004,Dauphin—Swan River—Neepawa,Manitoba,-100.25024,51.34434,7
46005,Elmwood—Transcona,Manitoba,-97.03674,49.90459,12
46006,Kildonan—St. Paul,Manitoba,-97.08069,49.99097,11
46007,Portage—Lisgar,Manitoba,-98.00903,49.59647,8
46008,Provencher,Manitoba,-96.03149,49.58935,8
46009,Saint Boniface—Saint Vital,Manitoba,-97.0776,49.85459,12
46010,Selkirk—Interlake—Eastman,Manitoba,-97.229,50.87184,8
46011,Winnipeg Centre,Manitoba,-97.17991,49.89839,12
46012,Winnipeg North,Manitoba,-97.17167,49.94327,12
46013,Winnipeg South,Manitoba,-97.18025,49.84905,12
46014,Winnipeg South Centre,Manitoba,-97.13974,49.78149,12
47001,Battlefords—Lloydminster,Saskatchewan,-108.92944,52.76954,7
47002,Cypress Hills—Grasslands,Saskatchewan,-107.79785,50.23315,7
47003,Desnethé—Missinippi—Churchill River,Saskatchewan,-105.93018,56.885,6
47004,Carlton Trail—Eagle Creek,Saskatchewan,-106.82007,52.44262,7
47005,Moose Jaw—Lake Centre—Lanigan,Saskatchewan,-105.5127,51.08972,7
47006,Prince Albert,Saskatchewan,-104.6228,53.15336,8
47007,Regina—Lewvan,Saskatchewan,-104.66606,50.46144,11
47008,Regina—Qu'Appelle,Saskatchewan,-103.87024,51.16557,8
47009,Regina—Wascana,Saskatchewan,-104.54796,50.42952,11
47010,Saskatoon—Grasswood,Saskatchewan,-106.57837,52.05418,10
47011,Saskatoon—University,Saskatchewan,-106.58249,52.15961,11
47012,Saskatoon West,Saskatchewan,-106.71913,52.15371,11
47013,Souris—Moose Mountain,Saskatchewan,-103.2605,49.70317,7
47014,Yorkton—Melville,Saskatchewan,-102.81006,51.94426,7
48001,Banff—Airdrie,Alberta,-115.65857,51.48138,8
48002,Battle River—Crowfoot,Alberta,-111.55518,52.12674,7
48003,Bow River,Alberta,-112.54395,50.69472,7
48004,Calgary Centre,Alberta,-114.07448,51.02218,12
48005,Calgary Confederation,Alberta,-114.10538,51.0757,12
48006,Calgary Forest Lawn,Alberta,-113.94676,51.0619,12
48007,Calgary Heritage,Alberta,-114.11945,50.94978,12
48008,Calgary Midnapore,Alberta,-114.04358,50.91992,11
48009,Calgary Nose Hill,Alberta,-114.10126,51.14576,11
48010,Calgary Rocky Ridge,Alberta,-114.19601,51.15695,11
48011,Calgary Shepard,Alberta,-113.93646,50.95064,11
48012,Calgary Signal Hill,Alberta,-114.20631,51.05607,11
48013,Calgary Skyview,Alberta,-113.98521,51.14705,11
48014,Edmonton Centre,Alberta,-113.53752,53.54724,12
48015,Edmonton Griesbach,Alberta,-113.46542,53.58313,12
48016,Edmonton Manning,Alberta,-113.37616,53.65034,11
48017,Edmonton Mill Woods,Alberta,-113.41942,53.46066,12
48018,Edmonton Riverbend,Alberta,-113.56327,53.4578,12
48019,Edmonton Strathcona,Alberta,-113.45203,53.51663,12
48020,Edmonton West,Alberta,-113.6515,53.50275,11
48021,Edmonton—Wetaskiwin,Alberta,-113.91449,53.10557,9
48022,Foothills,Alberta,-114.16992,50.10649,7
48023,Fort McMurray—Cold Lake,Alberta,-112.12646,57.70415,6
48024,Grande Prairie—Mackenzie,Alberta,-118.10303,57.68066,6
48025,Lakeland,Alberta,-111.78589,54.12382,7
48026,Lethbridge,Alberta,-112.74445,49.83798,9
48027,Medicine Hat—Cardston—Warner,Alberta,-111.31348,49.85215,7
48028,Peace River—Westlock,Alberta,-115.72998,56.57159,6
48029,Red Deer—Mountain View,Alberta,-113.96118,51.92733,8
48030,Red Deer—Lacombe,Alberta,-113.81836,52.58303,9
48031,St. Albert—Edmonton,Alberta,-113.60825,53.62428,11
48032,Sherwood Park—Fort Saskatchewan,Alberta,-113.08777,53.61532,9
48033,Sturgeon River—Parkland,Alberta,-113.8266,53.72272,9
48034,Yellowhead,Alberta,-116.94946,53.31775,7
59001,Abbotsford,British Columbia,-122.22015,49.04147,11
59002,Burnaby North—Seymour,British Columbia,-122.94868,49.33586,11
59003,Burnaby South,British Columbia,-122.97272,49.22836,12
59004,Cariboo—Prince George,British Columbia,-123.44238,52.54964,6
59005,Central Okanagan—Similkameen—Nicola,British Columbia,-120.34973,49.75643,8
59006,Chilliwack—Hope,British Columbia,-121.42365,49.32154,9
59007,Cloverdale—Langley City,British Columbia,-122.72346,49.1231,12
59008,Coquitlam—Port Coquitlam,British Columbia,-122.73239,49.41633,10
59009,Courtenay—Alberni,British Columbia,-125.26611,49.17452,8
59010,Cowichan—Malahat—Langford,British Columbia,-124.1153,48.69821,9
59011,Delta,British Columbia,-123.09357,49.08286,11
59012,Fleetwood—Port Kells,British Columbia,-122.75711,49.17632,11
59013,Kamloops—Thompson—Cariboo,British Columbia,-120.46509,51.56341,7
59014,Kelowna—Lake Country,British Columbia,-119.25659,49.92117,9
59015,Kootenay—Columbia,British Columbia,-116.66382,50.65294,7
59016,Langley—Aldergrove,British Columbia,-122.52914,49.09635,11
59017,Mission—Matsqui—Fraser Canyon,British Columbia,-122.12402,50.23315,7
59018,Nanaimo—Ladysmith,British Columbia,-124.00269,49.11883,9
59019,New Westminster—Burnaby,British Columbia,-122.92156,49.21603,12
59020,North Okanagan—Shuswap,British Columbia,-118.80066,50.64598,8
59021,North Vancouver,British Columbia,-123.01529,49.44581,10
59022,Pitt Meadows—Maple Ridge,British Columbia,-122.50854,49.57688,9
59023,Port Moody—Coquitlam,British Columbia,-122.86354,49.3005,11
59024,Prince George—Peace River—Northern Rockies,British Columbia,-123.00293,56.52314,6
59025,Richmond Centre,British Columbia,-123.17734,49.18215,11
59026,Esquimalt—Saanich—Sooke,British Columbia,-123.69507,48.34438,10
59027,Saanich—Gulf Islands,British Columbia,-123.31879,48.76524,9
59028,Skeena—Bulkley Valley,British Columbia,-130.75928,56.51102,6
59029,South Okanagan—West Kootenay,British Columbia,-118.47107,49.61071,8
59030,South Surrey—White Rock,British Columbia,-122.79625,49.05407,11
59031,Steveston—Richmond East,British Columbia,-123.08327,49.16599,11
59032,Surrey Centre,British Columbia,-122.85324,49.19113,12
59033,Surrey—Newton,British Columbia,-122.85667,49.13725,12
59034,Vancouver Centre,British Columbia,-123.13408,49.29065,12
59035,Vancouver East,British Columbia,-123.06438,49.27744,12
59036,Vancouver Granville,British Columbia,-123.12996,49.23979,12
59037,North Island—Powell River,British Columbia,-126.3208,50.8337,7
59038,Vancouver Kingsway,British Columbia,-123.06215,49.24663,13
59039,Vancouver Quadra,British Columbia,-123.19828,49.25593,12
59040,Vancouver South,British Columbia,-123.06885,49.21805,12
59041,Victoria,British Columbia,-123.27896,48.3745,10
59042,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,-123.29407,50.05714,8
60001,Yukon,Yukon,-134.86816,64.83025,5
61001,Northwest Territories,Northwest Territories,-117.07031,71.04553,4
62001,Nunavut,Nunavut,-91.93359,76.26859,3
